Family	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9	C1	C10	C11	C12	C2	C3	C4	C5	C6	C7	C8	C9	D1	D10	D11	D12	D2	D3	D4	D5	D6	D7	D8	D9	E1	E10	E11	E12	E2	E3	E4	E5	E6	E7	E8	E9	F1	F10	F11	F12	F2	F3	F4	F5	F6	F7	F8	F9	G1	G10	G11	G12	G2	G3	G4	G5	G6	G7	G8	G9	H1	H10	H11	H12	H2	H3	H4	H5	H6	H7	H8	H9	ITS1f	ITS4	ITS4-IT	ITS4A	gITS7
Fungi;Ascomycota;Sordariomycetes;Incertae sedis;Annulatascaceae	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	12	10	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Incertae sedis;Apiosporaceae	0	0	0	1	0	0	0	1	0	11	0	0	0	0	0	0	1	0	0	0	0	2	0	8	1	2	0	0	0	6	3	0	704	0	0	0	0	0	0	0	1	1	1	0	0	0	14	0	0	0	0	0	4	0	0	13	458	0	0	1	0	0	0	0	0	6	0	2	82	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	12	0	3	0
Fungi;Ascomycota;Sordariomycetes;Incertae sedis;Glomerellaceae	1	0	0	0	2	6	52	0	1	25	0	0	2	0	0	0	6	14	123	0	3	0	0	0	22	0	0	0	11	18	60	15	1	0	3	11	36	0	0	0	8	8	10	1	0	0	1	0	16	0	0	0	12	0	20	0	0	0	1	0	44	0	0	0	35	13	3	4	0	0	0	0	12	0	0	0	2	0	3	10	1	0	0	0	18	0	0	0	0	0	0	6	0	196	0	0	0	5	0	0	0
Fungi;Ascomycota;Sordariomycetes;Incertae sedis;Magnaporthaceae	39	0	0	0	8	101	145	1204	2	4	1	469	93	2	0	0	78	9	274	730	56	11	2	141	15	0	0	4	1	14	12	901	11	476	0	73	214	0	0	0	8	16	2	103	0	16	0	0	40	2	2	10	37	0	53	471	108	8	96	1	199	0	0	0	91	25	1329	12	5	440	3	62	111	0	0	0	25	1	143	3	434	20	0	0	203	0	0	0	93	6	6	198	267	30	0	43	0	68	0	21	0
Fungi;Ascomycota;Sordariomycetes;Incertae sedis;Plectosphaerellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Microascales;?	0	0	0	0	0	9	0	0	0	2	0	8	0	0	0	0	2	5	0	0	0	0	4	0	1	0	0	0	1	1	0	0	0	3	0	27	22	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	1	0	32	1	0	0	0	1	0	0	1	0	0	0	16	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	10	0	0	0	0	0	0	3	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Microascales;Microascaceae	5	0	0	0	11	0	72	142	0	0	0	0	0	0	0	0	1	2	1	6	40	0	66	0	4	0	0	6	8	0	6	81	2	2	0	19	35	0	0	0	0	0	23	39	0	0	0	0	43	2	2	5	2	0	37	1067	53	1	0	68	0	0	0	0	0	0	2	86	1	78	0	0	4	0	0	0	0	0	2	0	12	47	0	0	24	0	0	0	85	2	0	2776	0	27	0	23	0	30	0	6	0
Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	92	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	21	0	1	0	3	0	1	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;?	838	1	33	8	7170	3415	2131	491	1043	356	2805	1549	702	8	0	0	1305	1421	5325	273	5863	1084	4703	1141	1027	13	0	115	820	1860	4119	638	1854	1429	423	9166	749	1	15	13	4479	2076	922	3046	30	7674	6249	6	1202	354	287	407	3645	1	1997	3319	5446	4179	344	1293	3171	0	0	11	1236	994	5100	770	1504	1618	50	5580	756	0	1	0	3154	515	368	1429	844	6063	5	0	12304	56	1	0	11497	1026	70	6694	3155	2489	7	384	0	720	0	214	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae	755	0	20	21	558	2329	2369	14393	406	376	1191	12651	296	13	0	3	529	1747	1909	4773	1589	1758	1156	10154	1031	8	0	14	363	1421	1444	9189	1162	10606	94	6957	854	32	2	6	584	556	335	8463	1592	3684	1783	1	1772	58	246	995	1012	7	804	9094	13130	6122	283	2799	918	0	0	13	2634	321	4779	174	5809	1168	49	18990	1367	0	0	0	1582	216	1104	273	4877	4643	3	0	2091	22	3	0	1750	2859	1029	1255	5215	889	1	707	0	876	0	394	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Helminthosphaeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae	209	0	6	2	2388	2378	36	151	15	42	21	27	7038	0	0	0	127	1049	296	428	9	61	316	2	116	2	0	39	602	1024	1365	564	32	5	156	52	465	5	2	2	144	1174	45	851	293	584	37	0	714	63	1	105	366	0	107	948	493	159	19	55	460	0	0	1	30	64	224	144	4	2	47	2	256	0	0	0	568	78	37	94	467	1605	1	0	1568	0	1	0	4158	164	1	49	418	678	0	23	0	229	0	56	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae	58	0	12	1	2040	155	5443	283	214	5	1231	50	397	9	0	1	2708	427	17	9	487	3174	496	84	2703	6	1	5	182	16	1595	12	428	483	97	837	1037	511	136	0	244	2101	241	2308	31258	236	6843	7	148	334	22	227	3383	0	13	191	442	903	145	2	257	0	0	5	469	931	2146	218	166	10	25	8538	1651	0	0	0	62	4942	451	155	40	2824	13	0	15071	23	0	0	575	1514	9	1444	1187	7122	3	353	0	829	0	249	0
Fungi;Ascomycota;Sordariomycetes;Sordariales;unidentified	12	2	0	0	5	306	27	3226	3	7	0	1	23	3	0	0	158	425	64	439	6	1007	1	1	416	6	0	2	10	893	377	4527	515	289	4	157	58	64	9	4	82	2	12	2845	3292	49	33	0	314	10	7	303	10	0	108	7257	816	52	11	36	668	0	2	0	75	110	262	283	10	2	10	23	320	0	0	0	492	538	624	616	390	44	0	0	328	0	0	0	272	835	2	23	5	1	0	33	0	275	0	61	0
Fungi;Ascomycota;Sordariomycetes;Trichosphaeriales;Incertae sedis	15	0	0	1	5	129	94	1	3224	0	0	3	15	0	0	0	107	12	38	2	6	20	0	0	24	0	0	1	18	21	138	1	8	0	1	15	6	0	0	0	4	31	83	0	0	1	16	0	47	2	0	0	38	0	38	1001	341	1	1	99	125	0	0	0	44	9	18	21	44	46	5	0	21	0	0	0	2	0	2	2	1	8	0	0	35	0	0	0	84	57	48	0	74	38	0	1	0	33	0	6	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;?	448	0	0	0	1	4	1	0	7	28	109	11	4	0	0	0	1	8	6	1	62	1	24	0	3	8	0	0	9	2	11	0	996	57	0	44	1	0	1	0	14	15	5	36	1	0	18	0	18	0	1	5	13	0	17	312	51	66	0	1	0	0	0	0	1	256	7	15	0	29	0	1	9	0	0	0	11	39	1	0	0	35	0	0	5	0	0	0	18	27	21	7	47	42	1	3	0	32	0	7	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae	17	0	2	5	22	64	177	106	1	9	182	42	16	2	0	0	105	267	18	189	400	124	79	34	171	0	0	1	3	60	265	81	5	11	3609	172	56	10	7	0	2	35	29	460	605	52	115	0	90	1	4	63	109	0	46	41	63	41	2	14	33	1	0	0	46	5	42	23	1165	3	3	17	138	0	1	0	273	163	195	126	8	226	1	0	33	6	0	0	184	403	2	115	41	63	0	27	0	64	0	14	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Diatrypaceae	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	1	0	0	0	0	0	26	0	33	0	0	0	0	0	2	0	30	0	0	0	0	0	0	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Hyponectriaceae	301	0	1	4	10	70	2	2	0	0	382	0	18	0	0	0	13	33	29	3	429	17	506	32	111	0	0	1	73	135	155	1	125	25	180	69	31	0	0	0	12	51	4	20	2	0	145	0	35	0	2	2	68	0	4	0	559	131	2	12	44	1	0	0	66	438	29	27	96	0	1	49	27	0	0	0	142	14	4	13	32	257	1	0	19	13	0	0	349	1	1	5	73	153	0	17	0	38	0	16	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Incertae sedis	3	0	0	0	1	10	16	214	1256	7	0	0	1	0	0	0	6	13	6	0	2	17	66	15	7	0	0	0	13	35	13	0	31	0	2	7	1	1	0	0	1	10	0	96	55	0	44	0	20	1	1	8	3	0	1	13	9	6	0	0	46	0	0	0	9	2	10	7	0	6	0	71	7	0	0	0	0	0	0	15	0	2	0	0	29	0	0	0	12	22	0	4	0	16	0	2	0	22	0	1	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae	48	0	3	1	18	103	72	12	16	26	279	276	6	0	0	2	23	63	120	77	656	64	434	364	36	5	0	1	46	44	209	94	226	33	52	522	17	39	0	0	32	74	137	59	2324	591	659	0	12826	0	20	20	83	2	67	20	2028	563	4	50	43	0	0	9	115	39	132	145	314	939	3	227	50	0	0	0	28	2	11	5	190	1237	1	0	86	5	0	0	71	37	7	78	191	453	3	94	0	168	0	57	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;unidentified	12	0	1	0	2	23	0	0	1	1	57	0	34	0	0	0	1	15	20	0	9	0	67	1	12	0	0	1	27	10	43	0	9	0	1	9	13	0	0	0	7	33	87	0	0	0	12	0	4	0	0	0	9	0	46	1	0	0	1	0	7	0	0	0	5	3	14	0	1	0	1	2	23	0	0	0	8	0	0	0	0	78	0	0	0	1	0	0	9	0	0	0	2	53	0	1	0	5	0	3	0
Fungi;Ascomycota;Sordariomycetes;unidentified;?	43	0	0	0	5	218	82	128	59	0	1	28	6	19	0	0	686	446	20	100	0	31	168	53	39	12	0	2	1	152	35	458	969	1	0	4	143	0	0	2	40	28	4	0	3	0	16	1	5	0	0	3	56	0	6	0	1224	19	18	30	17	0	0	0	44	43	200	75	3	24	4	69	8	0	0	0	1795	1	801	74	5	143	0	0	29	0	0	0	384	1	2	1	5	64	1	7	0	115	0	21	0
Fungi;Ascomycota;Sordariomycetes;unidentified;unidentified	76	0	0	1	17	94	108	1	1036	7	218	506	56	1	0	0	13	91	104	8	6	8	184	58	64	0	0	1	69	194	350	0	91	87	92	192	72	0	0	0	96	125	809	1	1	0	254	0	39	1	7	0	79	0	29	568	56	123	2	14	119	0	0	1	174	8	28	16	31	449	1	97	9	0	0	0	34	0	15	3	34	414	0	0	34	1	0	0	95	33	0	3	9	78	0	21	0	44	0	10	0
Fungi;Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0
Fungi;Ascomycota;unidentified;?;?	81	0	0	5	40	1396	128	282	0	155	1	31	67	2	0	0	428	187	178	3	61	121	32	2	63	0	0	1	153	41	1439	13	11	1	107	31	112	27	0	1	6	102	83	2	1658	52	116	0	343	5	2	1	124	0	144	516	198	22	3	47	225	0	0	0	100	14	54	61	865	321	26	20	54	0	0	0	131	0	137	0	27	10	0	0	153	0	0	0	207	170	2	17	118	344	0	18	0	82	0	23	0
Fungi;Ascomycota;unidentified;unidentified;?	26	0	0	2	1	20	142	70	0	36	4	2	0	0	0	0	28	243	34	414	2	5	0	0	7	1	0	6	218	730	383	2	3	94	2	4	5	0	0	3	2	1432	560	32	64	5	0	0	75	7	2	1	195	0	432	151	0	1	11	0	44	0	0	0	84	12	300	18	0	152	0	0	48	0	0	0	20	0	6	0	2	1	0	0	272	0	0	0	822	309	1	1	0	0	0	7	0	55	0	15	0
Fungi;Ascomycota;unidentified;unidentified;unidentified	888	1	74	87	869	3287	16912	1442	18192	3219	19377	1607	603	4	0	14	1347	2639	3211	2459	5676	2352	5513	5593	1453	19	2	41	1634	1364	7207	2122	2011	1248	77864	10504	5254	52	26	2	8968	1357	4249	13449	3119	811	10744	13	1372	61	367	1553	38047	1	2483	13025	6458	4626	683	3990	8566	15	0	9	1189	16093	9556	3667	17871	14695	49	8772	1001	1	3	1	1644	1031	258	19673	5301	13662	7	0	948	424	1	0	6376	13383	90291	11583	860	6689	11	2780	0	6313	0	1487	0
Fungi;Basidiomycota;?;?;?	39888	0	14	53	11486	20237	34739	361	2329	73	8091	6945	7510	2	0	0	9175	22039	1665	675	2939	237	1175	50953	14942	45	3	96	10770	50070	3333	824	2044	36	250	18637	96170	110	286	202	2498	35575	1895	398	6324	126	8914	197	8669	643	600	64	758	22	14663	643	2594	1099	1447	4390	55868	0	0	3	11511	426	20048	3049	528	1856	352	361	30184	0	10	0	137981	11669	148	4704	292	2894	87	0	25526	167	0	1	10402	2715	216	178	713	561	15	2082	0	5879	0	1115	0
Fungi;Basidiomycota;Agaricomycetes;?;?	2368	0	4	6	42	1062	209	226	697	79	290	7	52	43	0	0	57	2570	101	20	2372	88	1097	2637	467	20	0	35	4597	5008	1053	508	921	43	70	1466	3948	12	109	29	46	31091	13105	384	523	42	12738	9	10069	7	37	63	374	0	78340	1917	2348	120	3158	74	2211	0	0	0	72	661	51471	1124	94	388	13	27	188	0	62	0	4780	4165	2751	13322	161	786	26	0	113	4	0	0	4116	333	31	102	151	798	2	307	0	1330	0	307	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;?	159	0	1	0	113	27	46	40	45	8	90	11	1536	1	0	0	7	95	49	26	56	25	172	72	70	0	0	0	320	134	592	19	46	1	15	115	15	0	0	1	15	328	42	65	2	31	38	0	11	0	3	6	470	0	79	12	1375	168	1	28	15	0	0	1	4718	6	7	22	139	108	1	15	47	0	0	0	3	11	6	35	61	153	2	0	13	0	0	0	99	22	24	24	82	326	0	12	0	143	0	25	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae	785	0	24	6	986	2263	5279	3027	1228	2777	1927	1413	237	31	0	4	2500	743	3055	3941	2412	1839	2072	893	10969	30	5	50	1327	1979	7274	2344	4844	888	307292	2203	3230	78	14	12	580	986	3649	1781	4672	2438	2320	8	3915	173	111	201	2250	1	4142	1511	3896	1390	130	351	1065	72	0	3	442	729	2261	1201	818	1361	45	3306	826	0	5	0	566	552	2578	934	936	5883	175391	0	7054	38	1	0	2896	965	489	7991	2374	1775	14	808	0	3498	0	216	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae	25	0	0	0	6	48	136	9	140	14	15	12	4	0	0	0	37	23	5	2155	26	7	5	14	5	0	0	0	22	44	587	516	107	34	7	36	2242	0	0	0	158	18	9	569	9	2	13	1	2116	273	2	67	14	0	14298	11866	20	8	3	12	21	0	1	0	33	2	37	13	7	4	0	10	92881	0	13	0	23	51	11	8	4	6	13	0	10430	0	0	0	7	46787	12	3	45	9	4	862	0	981	0	202	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae	2	0	0	0	0	3613	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	1398	0	0	0	0	0	0	0	3	6	989	0	0	0	0	39	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	25	0	61	0	12	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae	71	0	0	0	284	10	1	1	0	1	0	0	22	0	0	0	6	1	174	0	0	1	31	4	0	0	0	0	47	262	1825	0	1	0	2	0	3	0	0	0	3	19	264	0	1	0	0	0	4	0	0	0	245	0	50	7	16	10	1	20	5	0	0	0	6	0	24	11	0	11	0	0	0	0	0	0	7	0	1	0	10	0	0	0	0	0	0	0	4	5	0	0	0	0	0	1	0	19	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Fistulinaceae	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	2	20	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	38	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	3	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Incertae sedis	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae	2088	0	52	2	993	26129	2727	26822	15239	26584	225	178	11452	109	0	1	66429	136107	20317	111181	31728	78559	549	2262	19680	629	11	184	11886	1234	50729	71809	74368	719	249	1673	156908	1062	97	10	1090	67960	562	61382	51676	111	1344	14	37110	3226	100	7172	20390	9	34631	13673	1217	806	289	1472	61933	0	3	0	270	4792	4897	5451	79	3466	545	228	15799	1	26	0	6166	3987	6631	206	550	504	82	0	135686	6	0	0	26063	5608	103	246	7959	30862	40	3241	0	9950	0	2078	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lycoperdaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae	1	0	0	0	0	1	0	19	1681	0	0	9	0	0	0	0	1	0	5	0	0	20	17	37	1	0	0	0	0	0	38	1	12	0	15	19	2	0	0	0	6	0	19	50	0	0	1	0	3	0	0	7	7	0	6	4	37	35	0	16	35	0	0	0	16	0	2	19	0	0	0	81	4	0	0	0	11	0	0	0	14	0	0	0	0	0	0	0	12	0	1	0	4	18	0	0	0	13	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae	147	0	0	0	268	6	0	1	1	0	0	0	11	0	0	0	12	71	0	4	0	1	0	0	3	0	0	0	3	116	7	484	71	0	5	0	6	0	0	0	5	33	0	3	3	0	3	0	0	0	0	2	1	0	2	0	0	0	0	0	5	0	0	0	18089	3	9	40	0	0	0	11	1	0	0	0	4	12	2	0	0	0	1	0	0	0	0	0	7	0	0	1	4	0	0	0	0	154	0	16	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae	5	0	0	0	3	3	6	3	2	2	7	0	2	183	0	0	8	2	2	2	1	3	0	0	7	0	0	3	2	1	5	0	3	0	3	0	1	0	0	0	1	3	2	0	7	0	0	0	4	0	0	0	3	0	5	4	2	0	0	0	8	0	0	0	4	3	5	119	0	0	0	0	4	0	0	0	4	3	14294	0	6	0	0	0	4	0	0	0	8	0	3	1	2	0	0	0	0	139	0	30	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	3	0	1	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae	5	0	0	0	5	6	3	2	1	0	0	0	3	0	0	0	4	0	0	1	2	1	0	0	3	0	0	128	1	4	1	1	4	0	4	0	3	0	0	0	0	1	0	4	0	0	1	0	2	0	0	0	0	0	2	0	3	15	0	0	2	0	0	0	5	0	7	59	0	0	0	0	1	0	0	0	47	0	5	0	0	0	0	0	14	0	0	0	14234	0	0	1	1	0	0	0	0	165	0	26	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Schizophyllaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	79	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	2	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae	19	0	0	0	3	2	0	0	0	0	0	0	0	4	0	0	0	3	0	1	0	20	1	0	1	0	0	0	0	7	0	10	4	24	1	5	5	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	0	2	30	54	24	0	0	7	0	0	0	1	0	0	1	0	73	0	0	1	0	0	0	1	0	135	0	0	47	0	0	0	0	0	0	2	0	0	3	50	55	0	2	0	1	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae	0	0	0	0	0	1	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	190	0	25	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	2	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;unidentified	4	0	1	0	6	9	0	0	0	0	0	5	0	0	0	0	0	1	2	0	20	0	0	0	1	6	0	0	0	2	0	0	303	0	1	0	1	7	1	0	0	0	0	0	534	0	0	0	6	0	0	0	0	0	1	0	8	0	5	0	2	0	0	0	0	0	92	6	0	0	1	0	8	0	0	0	0	70	0	0	2	18	0	0	1	0	0	0	6	1	0	0	401	12	0	0	0	13	0	4	0
Fungi;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Auriculariales;?	0	0	0	0	0	0	0	193	0	1	0	0	1	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	49	36	551	1	0	18	0	0	0	0	0	0	0	0	134	0	0	29	0	0	0	1	0	0	0	0	14	0	0	0	0	0	4	0	0	0	0	0	56	4	0	0	0	0	3	0	0	0	3	0	4	137	0	0	0	0	15	0	0	0	0	1	0	8	0	242	0	2	0	9	0	3	0
Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	1	0	0	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Boletales;?	1	0	0	0	0	19	730	0	0	0	1	0	1	0	0	0	0	30	1	1	15	1	9	0	83	0	0	0	9	5	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	19	61	0	2	0	0	0	0	0	45	24	6	7	2	1	0	0	0	0	0	0	74	24	0	0	3	0	1	0	1	0	0	0	9	49	1	0	0	0	0	0	0	9	0	4	0
