Species	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9	C1	C10	C11	C12	C2	C3	C4	C5	C6	C7	C8	C9	D1	D10	D11	D12	D2	D3	D4	D5	D6	D7	D8	D9	E1	E10	E11	E12	E2	E3	E4	E5	E6	E7	E8	E9	F1	F10	F11	F12	F2	F3	F4	F5	F6	F7	F8	F9	G1	G10	G11	G12	G2	G3	G4	G5	G6	G7	G8	G9	H1	H10	H11	H12	H2	H3	H4	H5	H6	H7	H8	H9	ITS1f	ITS4	ITS4-IT	ITS4A	gITS7
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria;Xylaria acuminatilongissima	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	1	68	0	0	0	0	0	1	0	0	0	0	7	17	0	0	0	7	0	0	0	0	0	2	0	4	0	7	8	0	0	0	0	0	0	0	0	1	0	0	0	0	52	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	24	0	0	0	0	1	0	1	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria;Xylaria nigripes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria;Xylaria regalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria;Xylaria sp	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	24	1	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	1	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria;Xylaria sp 5165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	4	4	1	0	12	0	0	0	0	0	0	0	0	1	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria;Xylaria sp AO5	2	0	2	0	1	0	0	0	0	0	198	24	0	0	0	0	1	7	3	4	119	1	116	30	0	0	0	0	1	2	4	1	10	0	6	85	0	0	0	0	0	8	8	18	0	0	52	0	0	0	0	5	18	0	0	0	73	85	1	0	0	0	0	1	11	5	2	3	1	24	0	50	0	0	0	0	2	0	3	0	17	327	0	0	19	4	0	0	9	0	0	14	43	88	0	3	0	6	0	5	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;unidentified;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	25	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;unidentified;Xylariaceae sp	2	0	0	0	0	14	0	0	0	0	39	22	1	0	0	0	0	4	5	6	59	0	170	0	3	0	0	0	1	5	5	0	7	26	0	42	1	0	0	0	1	16	22	0	0	20	83	0	1	0	2	0	2	0	3	11	21	16	0	1	0	0	0	0	25	15	1	0	1	5	0	43	0	0	0	0	0	0	0	0	9	239	0	0	0	1	0	0	4	0	0	0	0	57	0	2	0	6	0	3	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;unidentified;?;?	0	0	1	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	17	0	9	0	13	0	0	0	0	0	0	0	20	0	8	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	70	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	1	0
Fungi;Ascomycota;Sordariomycetes;Xylariales;unidentified;unidentified;?	12	0	0	0	2	23	0	0	1	1	0	0	34	0	0	0	1	15	3	0	0	0	54	1	12	0	0	1	27	10	23	0	1	0	1	9	13	0	0	0	5	33	79	0	0	0	12	0	4	0	0	0	9	0	19	1	0	0	1	0	7	0	0	0	5	3	10	0	1	0	1	0	23	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	9	0	0	0	2	53	0	0	0	1	0	2	0
Fungi;Ascomycota;Sordariomycetes;unidentified;?;?;?	43	0	0	0	5	218	82	128	59	0	1	28	6	19	0	0	686	446	20	100	0	31	168	53	39	12	0	2	1	152	35	458	969	1	0	4	143	0	0	2	40	28	4	0	3	0	16	1	5	0	0	3	56	0	6	0	1224	19	18	30	17	0	0	0	44	43	200	75	3	24	4	69	8	0	0	0	1795	1	801	74	5	143	0	0	29	0	0	0	384	1	2	1	5	64	1	7	0	115	0	21	0
Fungi;Ascomycota;Sordariomycetes;unidentified;unidentified;?;?	8	0	0	0	0	0	29	0	0	6	0	0	2	0	0	0	1	3	0	0	0	0	33	0	6	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0	13	0	2	0	0	0	7	0	5	0	0	0	1	0	4	0	0	0	0	2	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Sordariomycetes;unidentified;unidentified;unidentified;?	45	0	0	1	16	41	72	0	1036	1	0	232	50	0	0	0	0	12	28	1	6	0	0	0	36	0	0	1	52	116	307	0	5	0	0	1	43	0	0	0	94	95	793	1	0	0	20	0	8	1	0	0	4	0	2	1	0	4	0	0	81	0	0	0	29	2	8	8	29	184	1	7	6	0	0	0	15	0	0	1	1	1	0	0	22	0	0	0	44	2	0	1	1	1	0	10	0	11	0	2	0
Fungi;Ascomycota;Sordariomycetes;unidentified;unidentified;unidentified;Sordariomycetes sp	23	0	0	0	1	53	7	1	0	0	218	274	4	1	0	0	12	76	76	7	0	8	151	58	22	0	0	0	17	78	41	0	86	87	92	191	26	0	0	0	2	29	14	0	1	0	221	0	29	0	7	0	68	0	22	567	56	119	1	14	34	0	0	1	145	4	13	8	2	265	0	90	2	0	0	0	19	0	15	2	33	412	0	0	11	1	0	0	51	31	0	2	8	77	0	11	0	33	0	8	0
Fungi;Ascomycota;Taphrinomycetes;Taphrinales;Taphrinaceae;unidentified;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0
Fungi;Ascomycota;unidentified;?;?;?;?	81	0	0	5	40	1396	128	282	0	155	1	31	67	2	0	0	428	187	178	3	61	121	32	2	63	0	0	1	153	41	1439	13	11	1	107	31	112	27	0	1	6	102	83	2	1658	52	116	0	343	5	2	1	124	0	144	516	198	22	3	47	225	0	0	0	100	14	54	61	865	321	26	20	54	0	0	0	131	0	137	0	27	10	0	0	153	0	0	0	207	170	2	17	118	344	0	18	0	82	0	23	0
Fungi;Ascomycota;unidentified;unidentified;?;?;?	26	0	0	2	1	20	142	70	0	36	4	2	0	0	0	0	28	243	34	414	2	5	0	0	7	1	0	6	218	730	383	2	3	94	2	4	5	0	0	3	2	1432	560	32	64	5	0	0	75	7	2	1	195	0	432	151	0	1	11	0	44	0	0	0	84	12	300	18	0	152	0	0	48	0	0	0	20	0	6	0	2	1	0	0	272	0	0	0	822	309	1	1	0	0	0	7	0	55	0	15	0
Fungi;Ascomycota;unidentified;unidentified;unidentified;?;?	57	0	0	0	6	489	3	0	0	4	0	0	27	0	0	0	5	607	5	112	28	578	6	13	245	0	0	8	0	28	33	0	20	0	0	21	352	0	11	0	3	11	9	0	1	0	1	0	277	7	4	2	306	0	18	125	4	0	17	31	682	0	0	0	98	14	250	19	1	1	9	13	7	0	0	0	321	403	3	1	8	20	0	0	234	0	0	0	859	2	0	201	45	2	0	17	0	82	0	23	0
Fungi;Ascomycota;unidentified;unidentified;unidentified;unidentified;?	135	0	0	2	92	218	441	5	417	99	490	76	51	0	0	0	58	62	73	38	258	17	122	207	165	2	0	0	62	83	174	59	487	82	1944	248	3080	4	1	0	228	83	94	139	400	45	291	1	80	0	12	22	690	0	81	263	285	82	16	185	259	0	0	0	148	351	256	89	615	273	3	289	61	0	0	0	102	9	2	323	143	245	0	0	16	9	0	0	122	382	2313	255	17	173	1	29	0	61	0	10	0
Fungi;Ascomycota;unidentified;unidentified;unidentified;unidentified;Ascomycota sp	696	1	74	85	771	2580	16468	1437	17775	3116	18887	1531	525	4	0	14	1284	1970	3133	2309	5390	1757	5385	5373	1043	17	2	33	1572	1253	7000	2063	1504	1166	75920	10235	1822	48	14	2	8737	1263	4146	13310	2718	766	10452	12	1015	54	351	1529	37051	1	2384	12637	6169	4544	650	3774	7625	15	0	9	943	15728	9050	3559	17255	14421	37	8470	933	1	3	1	1221	619	253	19349	5150	13397	7	0	698	415	1	0	5395	12999	87978	11127	798	6514	10	2734	0	6170	0	1454	0
Fungi;Basidiomycota;?;?;?;?;?	39888	0	14	53	11486	20237	34739	361	2329	73	8091	6945	7510	2	0	0	9175	22039	1665	675	2939	237	1175	50953	14942	45	3	96	10770	50070	3333	824	2044	36	250	18637	96170	110	286	202	2498	35575	1895	398	6324	126	8914	197	8669	643	600	64	758	22	14663	643	2594	1099	1447	4390	55868	0	0	3	11511	426	20048	3049	528	1856	352	361	30184	0	10	0	137981	11669	148	4704	292	2894	87	0	25526	167	0	1	10402	2715	216	178	713	561	15	2082	0	5879	0	1115	0
Fungi;Basidiomycota;Agaricomycetes;?;?;?;?	2368	0	4	6	42	1062	209	226	697	79	290	7	52	43	0	0	57	2570	101	20	2372	88	1097	2637	467	20	0	35	4597	5008	1053	508	921	43	70	1466	3948	12	109	29	46	31091	13105	384	523	42	12738	9	10069	7	37	63	374	0	78340	1917	2348	120	3158	74	2211	0	0	0	72	661	51471	1124	94	388	13	27	188	0	62	0	4780	4165	2751	13322	161	786	26	0	113	4	0	0	4116	333	31	102	151	798	2	307	0	1330	0	307	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;?;?;?	159	0	1	0	113	27	46	40	45	8	90	11	1536	1	0	0	7	95	49	26	56	25	172	72	70	0	0	0	320	134	592	19	46	1	15	115	15	0	0	1	15	328	42	65	2	31	38	0	11	0	3	6	470	0	79	12	1375	168	1	28	15	0	0	1	4718	6	7	22	139	108	1	15	47	0	0	0	3	11	6	35	61	153	2	0	13	0	0	0	99	22	24	24	82	326	0	12	0	143	0	25	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;?;?	7	0	1	0	1	5	0	225	1	11	22	61	2	0	0	0	0	19	11	3	129	46	236	129	1	0	0	0	2	38	47	7	32	25	34	60	11	0	0	0	0	33	2	62	1	1	120	0	1	0	5	8	13	0	16	8	172	98	6	0	21	0	0	1	7	1	122	1	0	121	0	15	11	0	0	0	16	0	4	141	7	353	34	0	2	0	0	0	26	1	0	31	34	170	0	5	0	15	0	6	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Agaricus;?	5	0	0	0	1	0	10	0	27	0	0	0	1	0	0	0	26	2	0	7	1	3	0	0	4	1	0	0	0	1	1	1	24	0	920	77	1	0	0	0	0	0	1	0	0	0	1	0	1	0	3	0	0	0	0	28	58	6	0	0	1	0	0	0	0	0	0	6	0	19	0	0	1	0	0	0	0	0	1	93	0	0	513	0	0	0	0	0	16	0	0	21	0	76	0	0	0	8	0	3	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Agaricus;Agaricus bisporus	707	0	9	6	953	2164	4902	2492	1168	2701	1688	1254	222	30	0	4	2325	650	2989	3896	1690	1639	1178	563	10924	27	5	48	1296	1867	7034	2313	4700	670	306327	1193	3179	78	13	12	494	868	3599	1505	4669	2346	1893	8	3851	172	60	172	2076	0	4030	1374	2771	745	120	326	1002	72	0	2	414	692	2043	1187	721	625	45	3129	788	0	5	0	503	549	2517	547	800	2322	174829	0	6930	33	1	0	2683	902	487	7694	2075	764	13	768	0	3390	0	188	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Agaricus;Agaricus heterocystis	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	2	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Agaricus;Agaricus rufotegulis	1	0	0	0	0	0	0	0	0	0	14	8	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	54	0	0	0	0	0	0	1	69	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	2	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Agaricus;Agaricus sp ecv3614	0	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	225	1	1	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	4	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	12	0	1	1	0	0	0	0	0	0	0	0	2186	6	0	0	0	0	0	0	0	0	0	0	33	1	5	0	15	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Bovista;?	1	0	0	0	0	4	0	0	0	3	37	0	0	0	0	0	3	5	18	0	0	21	31	3	0	0	0	0	1	10	0	0	3	0	0	27	9	0	0	0	4	0	1	77	0	0	0	0	1	0	1	8	23	0	0	1	12	0	0	0	1	0	0	0	3	0	2	0	0	0	0	11	1	0	0	0	1	0	0	0	0	0	0	0	23	2	0	0	1	9	1	31	0	11	0	1	0	3	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Calvatia;?	39	0	0	0	20	48	243	196	27	35	144	22	7	1	0	0	99	46	24	27	381	46	225	118	21	0	0	1	15	35	133	18	48	159	11	465	16	0	1	0	61	60	7	114	1	69	222	0	52	1	28	11	90	0	51	57	549	364	4	18	32	0	0	0	11	24	90	5	3	202	0	65	19	0	0	0	40	3	48	2	111	610	4	0	72	3	0	0	118	12	1	110	157	408	0	20	0	38	0	12	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Calvatia;Calvatia cyathiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Chlorophyllum;?	0	0	0	0	0	0	16	0	0	3	0	8	0	0	0	0	1	0	2	0	47	0	0	14	1	0	0	0	0	3	4	1	8	0	0	33	0	0	0	0	0	2	0	0	0	11	4	0	0	0	3	0	5	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	31	2	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Coprinus;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Leucocoprinus;Leucocoprinus cepistipes	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Lycoperdon;?	2	0	0	0	2	1	0	113	2	6	0	0	1	0	0	0	26	0	2	0	0	19	6	14	2	0	0	0	3	4	5	0	0	0	0	20	0	0	0	0	5	3	0	0	0	1	21	0	0	0	1	0	15	0	7	17	27	16	0	0	0	0	0	0	0	0	3	2	0	44	0	0	3	0	0	0	0	0	1	81	0	5	2	0	0	0	0	0	4	15	0	31	18	57	0	2	0	8	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Micropsalliota;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Micropsalliota;Micropsalliota furfuracea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	19	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;unidentified;Agaricaceae sp	22	0	1	0	8	41	108	1	3	18	2	60	3	0	0	0	19	19	9	8	164	60	138	51	10	2	0	1	10	21	44	1	27	34	0	295	14	0	0	0	11	20	18	21	1	10	59	0	3	0	9	2	28	1	38	25	275	124	0	1	6	0	0	0	7	11	1	0	94	330	0	30	2	0	0	0	5	0	6	1	6	294	0	0	21	0	0	0	43	26	0	73	73	213	0	5	0	16	0	3	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita masasiensis	11	0	0	0	5	40	136	7	8	13	12	5	4	0	0	0	36	17	3	4	24	5	4	14	4	0	0	0	21	44	585	19	5	33	4	34	20	0	0	0	157	16	1	39	9	2	11	1	2109	160	0	7	14	0	14298	3	11	7	3	11	12	0	1	0	3	1	33	2	6	4	0	7	92878	0	13	0	23	1	10	7	4	5	12	0	6246	0	0	0	7	46787	4	3	8	8	4	784	0	879	0	188	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita subviscosa	14	0	0	0	1	8	0	2	132	1	3	7	0	0	0	0	1	6	2	2151	2	2	1	0	1	0	0	0	1	0	2	497	102	1	3	2	2222	0	0	0	1	2	8	530	0	0	2	0	7	113	2	60	0	0	0	11863	9	1	0	1	9	0	0	0	30	1	4	11	1	0	0	3	3	0	0	0	0	50	1	1	0	1	1	0	4184	0	0	0	0	0	8	0	37	1	0	78	0	102	0	14	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;?;?	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;unidentified;Clavariaceae sp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;?;?	2	0	0	0	0	3613	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	1398	0	0	0	0	0	0	0	3	6	989	0	0	0	0	39	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	25	0	61	0	12	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	30	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	4	0	0	0	1	0	6	1	8	4	0	20	3	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Clitopilus;?	71	0	0	0	284	10	1	1	0	1	0	0	22	0	0	0	6	0	174	0	0	1	1	0	0	0	0	0	46	262	1825	0	1	0	2	0	3	0	0	0	3	17	261	0	1	0	0	0	0	0	0	0	244	0	44	6	8	6	1	0	2	0	0	0	4	0	22	11	0	11	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	1	0	19	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Fistulinaceae;Porodisculus;?	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	2	20	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	38	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	3	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Incertae sedis;Panaeolus;Panaeolus sp MW_2010	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;?;?	14	0	0	1	8	3	1878	15149	30	9	3	0	5	73	0	0	28	42	132	11	41	8	0	28	22	17	0	1	424	935	363	3	1686	0	24	2	93	0	16	5	690	5404	33	6	11	0	26	0	27	2	20	4	3	0	210	7	3	1	3	2	15	0	0	0	14	17	83	103	12	1	0	0	335	0	0	0	22	801	5114	5	11	2	1	0	79	0	0	0	17	2634	2	6	6	7	0	11	0	337	0	85	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe;?	46	0	0	0	13	37	145	1222	50	8	2	1	48	4	0	0	856	257	25	72	19	18	1	85	271	1	0	2	51	97	61	88	160	1	4	16	529	1	1	1	60	689	8	507	25	1	4	0	1050	17	4	52	3	0	40	341	10	14	15	0	95	0	0	0	10	129	113	59	0	15	0	0	319	0	0	0	92	117	441	1	4	2	0	0	1437	0	0	0	197	328	2	2	6	28	0	20	0	105	0	16	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe;Inocybe erubescens	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	5	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2193	0	0	0	0	34	0	1	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe;Inocybe sp	2028	0	52	1	930	26089	704	10451	15159	26567	220	177	11399	32	0	1	65541	135806	20160	111098	31663	78533	548	2149	19385	611	11	181	11411	202	50305	71717	72522	718	221	1655	156283	1061	80	4	340	61867	521	60869	51640	110	1314	14	36033	3207	76	7116	20384	9	34381	13325	1204	791	271	1470	61823	0	3	0	246	4646	4701	5276	66	3450	545	228	15145	1	26	0	6052	3069	1076	200	535	500	81	0	134170	6	0	0	25849	2646	99	238	5754	30827	40	3210	0	9474	0	1976	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lycoperdaceae;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae;Termitomyces;Termitomyces sp OS1	1	0	0	0	0	1	0	19	1681	0	0	9	0	0	0	0	1	0	5	0	0	20	17	37	1	0	0	0	0	0	38	1	12	0	15	19	2	0	0	0	6	0	19	50	0	0	1	0	3	0	0	7	7	0	6	4	37	35	0	16	35	0	0	0	16	0	2	19	0	0	0	81	4	0	0	0	11	0	0	0	14	0	0	0	0	0	0	0	12	0	1	0	4	18	0	0	0	13	0	1	0
