Genus	A1	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B1	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9	C1	C10	C11	C12	C2	C3	C4	C5	C6	C7	C8	C9	D1	D10	D11	D12	D2	D3	D4	D5	D6	D7	D8	D9	E1	E10	E11	E12	E2	E3	E4	E5	E6	E7	E8	E9	F1	F10	F11	F12	F2	F3	F4	F5	F6	F7	F8	F9	G1	G10	G11	G12	G2	G3	G4	G5	G6	G7	G8	G9	H1	H10	H11	H12	H2	H3	H4	H5	H6	H7	H8	H9	ITS1f	ITS4	ITS4-IT	ITS4A	gITS7
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Penicillium	459	0	235	179	247	791	6915	13459	10131	2959	5161	45393	149	25	0	10	400	452	12461	3720	7750	1370	5637	18047	325	27	0	6	3276	857	14306	4754	4541	20876	909	21103	436	1282	270	4	2167	350	29120	3551	72118	10587	9166	1776	450	27	730	375	3406	15	8730	2792	23824	15019	499	15348	489	1	0	42	750	2580	7739	3295	40311	8699	49	18689	529	4	8	0	1990	11573	1650	1084	11414	47215	42	0	563	95	6	0	918	10363	1281	2327	3628	6276	23	2018	0	3417	0	917	0
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Rasamsonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	14	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces	79	0	26	5	94	248	595	6431	181	38	1134	1094	77	13	0	0	374	116	319	1957	1519	375	734	733	174	3	0	3	281	400	611	1696	597	5775	180	761	76	21	1595	1	325	169	2386	3190	1333	599	1871	0	77	1	33	318	1369	2	377	1639	1084	1423	14	1689	1327	0	0	3	549	385	224	60	241	1519	4	1097	199	0	0	0	141	69081	938	7052	1124	5769	98	0	35	14	0	0	213	326	23	464	738	2735	0	454	0	564	0	168	0
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;unidentified	25	0	35	1	574	23	3021	1427	1005	566	1051	3713	22	0	0	4	11027	66	1573	3471	570	134	380	468	15	1	0	0	76	138	592	720	455	140	146	745	66	64	117	1	169	44	713	552	3458	66	509	3	439	3	28	73	330	0	397	612	17223	451	19	258	244	0	0	3	121	556	400	730	495	399	5	660	58	0	0	0	97	4338	37	453	2003	6855	7	0	36	18	0	0	71	1892	12	384	2732	552	3	239	0	411	0	98	0
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;unidentified;unidentified	361	1	4	0	56	371	3540	1236	936	1680	486	5770	10	10	0	1	223	90	3469	5300	2137	400	593	362	94	13	0	23	67	176	2555	887	3147	2773	51	913	59	1	4	4	205	102	1035	2895	13	192	896	1	618	3	34	282	7035	0	326	2032	2737	891	36	88	350	0	0	4	329	677	539	455	480	391	4	600	252	0	1	0	151	151	803	1500	226	1804	2	0	91	16	0	0	1963	7583	54	8720	283	435	2	233	0	398	0	96	0
Fungi;Ascomycota;Eurotiomycetes;Incertae sedis;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	22	0	0	0	0	0	2	0	0	0	0	0	125	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Eurotiomycetes;Onygenales;?;?	23	0	0	0	0	125	24	385	0	6	41	1	4	0	0	0	3	19	13	27	346	70	130	0	2	0	0	0	38	11	32	29	46	40	0	56	53	0	0	0	15	3	1	15	1	0	103	0	4	0	1	1	55	1	11	50	321	112	0	35	136	0	0	0	21	8	26	3	0	26	4	59	8	0	0	0	59	0	4	0	20	78	0	0	0	2	0	0	40	20	41	0	17	280	0	9	0	17	0	5	0
Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;?	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Eurotiomycetes;Onygenales;Gymnoascaceae;unidentified	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	49	0	2	0	0	0	0	0	0	3	0	75	9	0	0	0	0	4	0	0	0	0	0	2	107	1	0	0	0	0	0	0	12	0	0	0	6	80	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	4	0	5	0	1	0
Fungi;Ascomycota;Eurotiomycetes;Onygenales;Incertae sedis;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Auxarthron	0	0	0	0	25	7	0	0	0	20	0	7	0	0	0	0	1	2	1	0	51	0	37	2	0	0	0	0	2	0	57	0	7	1	0	9	0	0	0	0	0	2	0	42	1	0	0	0	0	0	0	3	14	0	0	0	171	0	0	0	0	0	0	0	0	0	0	90	124	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	48	30	0	2	0	4	0	3	0
Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Chrysosporium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Nannizziopsis	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	66	0	0	0	0	0	2	4	17	0	0	0	0	0	0	0	0	0	0	0	647	0	0	0	0	0	0	0	0	0	0	0	22	1	9	15	0	0	0	0	0	0	0	1	6	3	0	0	0	0	0	0	0	0	2	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0
Fungi;Ascomycota;Eurotiomycetes;unidentified;?;?	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	3	0	0	0	0	0
Fungi;Ascomycota;Eurotiomycetes;unidentified;unidentified;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Eurotiomycetes;unidentified;unidentified;unidentified	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Fungi;Ascomycota;Incertae sedis;?;?;?	11	0	0	3	3	17	121	24	1	1	67	256	3	0	0	0	32	5	41	8	19	24	43	84	193	0	0	0	11	7	14	4	71	69	25	181	3	3	0	0	3	8	130	14	135	21	42	0	62	0	6	2	23	0	18	8	332	52	0	53	16	0	0	0	60	10	34	3	877	44	1	448	3	0	0	0	13	0	45	2	28	144	0	0	32	3	0	0	24	2	9	119	30	16	0	8	0	71	0	8	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;?;?	14	0	0	0	0	1	15	67	0	3	153	29	3	0	0	0	54	2	10	7	0	18	2	22	287	0	0	0	55	10	25	0	1	83	0	64	4	0	0	0	13	0	0	22	0	4	0	0	35	0	2	2	22	0	2	1	0	67	2	29	12	0	0	0	11	0	12	1	24	1	0	783	1	0	0	0	14	0	80	0	21	0	0	0	42	0	0	0	32	3	12	11	31	16	0	5	0	17	0	3	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;?	5	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	1	5	0	0	59	0	0	0	0	0	0	0	0	0	0	0	115	3	0	6	0	0	0	16	0	2	0	0	2	0	0	0	0	0	0	3	0	0	0	80	41	0	0	0	0	0	0	0	0	0	102	6	92	0	0	2	0	0	0	3	0	1	0	0	0	0	1	0	4	0	4	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Chaetospermum	1	0	0	0	0	633	0	0	1	0	0	0	2	0	0	0	0	9	3	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	13	0	0	6	0	0	11	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Dokmaia	4	0	0	0	5	27	31	49	1	0	11	14	3	0	0	0	1	14	3	30	17	27	2	4	3	0	0	0	0	0	4	22	7	10	3	39	29	0	0	0	0	5	0	55	9	7	6	0	10	1	4	6	21	0	2	117	83	39	0	15	2	0	0	0	11	7	12	5	64	47	0	365	2	0	0	0	8	0	0	17	16	26	0	0	1	0	0	0	2	32	14	5	8	5	0	1	0	25	0	5	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Minimidochium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Myriodontium	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Ochroconis	4	0	0	0	1	1	0	0	0	0	206	99	3	0	0	0	0	22	42	1	37	1	660	86	6	0	0	0	9	32	188	0	17	0	32	135	10	0	0	0	1	14	576	0	3	11	122	0	2	0	4	1	18	0	278	9	45	182	2	2	0	0	0	1	17	8	4	7	0	35	0	41	1	0	0	0	6	1	2	0	10	44	0	0	2	3	0	0	9	0	0	3	10	84	0	8	0	24	0	4	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Phaeocytostroma	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	3	0	0	0	2	0	71	0	14	0	0	0	0	0	0	0	15	3	1	52	2	0	0	0	0	1	0	5	2	0	67	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	177	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Pseudorobillarda	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	9	0	0	2	0	11	0	0	0	0	0	1	2	9	0	1	0	0	0	1	0	0	0	0	10	0	0	0	5	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Retroconis	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	5	0	0	0	0	11	6	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	31	0	0	0	0	0	2	0	0	0	15	35	0	0	0	0	0	0	0	0	1	0	0	0	2	1	5	0	0	0	0	0	1	37	7	0	0	0	0	0	0	0	8	0	0	12	18	63	0	1	0	0	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Spegazzinia	0	0	0	0	55	0	0	0	0	0	0	0	2	0	0	0	1	0	7	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	3	0	0	0	0	0	0	0	0	0	2	17	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Staphylotrichum	0	0	0	0	4	40	11	1	0	23	1	1	1	0	0	1	5	13	41	163	76	27	26	0	3	0	0	0	80	18	22	209	6	1	8	44	6	0	0	0	9	28	136	255	0	0	97	0	53	1	0	32	11	0	108	87	19	31	18	0	15	0	0	0	13	34	306	98	2	31	0	0	15	0	0	0	1	0	1	0	0	65	0	0	5	0	0	0	11	52	0	262	0	58	0	5	0	27	0	2	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;Veronaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Incertae sedis;Incertae sedis;Incertae sedis;unidentified	9	0	0	0	2	4	0	0	15	1	39	7	0	0	0	0	0	14	4	41	300	5	204	19	2	0	0	1	8	12	106	14	24	5	11	87	1	0	0	0	1	44	15	1	0	15	409	0	5	0	6	1	14	0	54	0	97	288	2	8	4	0	0	1	7	1	4	4	18	10	0	26	1	0	0	0	9	0	0	13	32	156	0	0	0	1	0	0	24	16	0	17	76	42	1	5	0	8	0	5	0
Fungi;Ascomycota;Lecanoromycetes;?;?;?	18	0	0	0	37	11	1	1	913	0	1	0	8	0	0	0	1	5	0	10	6	21	0	0	8	0	0	0	0	0	5	0	5	3	1	87	0	0	0	0	1	6	0	811	0	5	4	0	16	0	3	81	0	0	1	49	26	6	0	11	172	0	0	0	8	0	4	4	0	0	0	1	1	0	0	0	15	1	0	0	61	0	0	0	0	0	0	0	9	18	0	0	1483	0	0	24	0	24	0	13	0
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Lecanoromycetes;Ostropales;Stictidaceae;Cryptodiscus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Lecanoromycetes;Pertusariales;Icmadophilaceae;Thamnolia	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Leotiomycetes;?;?;?	29	0	0	1	18	40	75	2	119	2	50	1	8	1	0	0	19	77	330	1	0	1	189	0	210	0	0	0	21	31	44	0	4	42	10	52	52	0	4	0	9	48	93	141	1	0	155	0	122	0	2	17	25	0	45	0	780	56	2	136	129	0	0	0	1470	20	15	20	96	4	1	320	22	0	0	0	42	140	10	0	0	65	1	0	6	0	0	0	7	0	0	1	0	588	0	8	0	37	0	11	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;?;?	2	0	0	0	3	9	0	0	0	0	29	0	1	0	0	0	3	13	5	1	1	0	39	0	1	0	0	1	6	7	25	1	9	7	0	33	4	0	0	0	2	5	16	0	1	0	61	0	10	0	1	0	12	0	10	0	2	9	0	1	299	0	0	0	6	36	1	8	44	0	0	0	3	0	0	0	6	0	0	0	0	5	0	0	8	0	0	0	266	0	0	1	0	3	0	2	0	10	0	7	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;unidentified	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Cistella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;Incertae sedis;Scytalidium	0	0	0	0	1	1	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	28	0	36	0	0	0	2	0	0	0	1	293	1	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	9	0	12	0	0	7	0	0	5	0	0	0	152	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	51	12	0	0	1	0	0	0	66	1	0	1	9	26	0	3	0	6	0	0	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;Incertae sedis;Tetracladium	34	0	5	0	20	129	41	0	338	48	315	97	13	0	0	0	82	137	164	19	447	3	827	0	211	1	0	1	109	50	413	2	54	1	40	1033	47	0	1	0	24	71	299	1	4	18	443	2	41	4	35	0	140	0	425	174	571	224	17	44	463	0	0	1	73	145	221	17	61	134	4	48	40	0	2	0	159	51	3	351	15	433	1	0	28	3	0	0	271	234	0	24	2	73	0	6	0	51	0	8	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;Incertae sedis;Xylogone	1	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	29	4	1	0	55	22	74	0	3	0	0	0	0	1	73	0	3	0	2	0	0	0	0	0	0	6	0	1	0	0	0	0	4	0	0	0	0	0	0	26	48	0	0	0	0	0	0	0	0	4	0	0	0	31	0	0	1	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	1	0
Fungi;Ascomycota;Leotiomycetes;Helotiales;unidentified;?	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0
Fungi;Ascomycota;Leotiomycetes;Incertae sedis;?;?	0	0	0	0	0	2	0	121	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	7	9	0	0	0	0	6	4	0	0	0	0	0	4	0	0	0	58	0	0	0	0	0	0	0	15	0	0	0	2	5	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	0	0	1	0	0	0	0	2	0	2	0
Fungi;Ascomycota;Leotiomycetes;Thelebolales;?;?	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Orbiliomycetes;?;?;?	664	0	1	0	5	499	94	1	1	2	1	122	43	0	0	0	6	14	4997	32	2	26	0	19	23	0	0	0	56	402	921	0	6	42	2	0	109	0	0	1	13	172	636	4	1	2	0	0	458	0	0	0	307	0	54	105	43	0	10	25	412	0	0	0	105	8	65	47	1	1	10	3	5	0	0	0	364	1	2	13	4	104	0	0	6	0	0	0	213	43	0	1	5	0	0	5	0	45	0	14	0
Fungi;Ascomycota;Orbiliomycetes;Orbiliales;?;?	17	0	0	0	2	6	0	0	2	2	0	71	1	2	0	0	1	0	49	1	0	1	13	0	23	0	0	0	6	37	78	0	0	0	1	0	7	0	0	0	5	13	4099	0	0	0	45	0	4	0	0	0	13	0	0	1	199	0	0	8	1	0	0	0	4	1	18	14	2	0	0	0	5	0	0	0	8	1	209	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	13	0	6	0
Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;?	0	0	0	0	37	0	0	0	0	0	0	0	1	3	0	0	4	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	1	0	0	0	1397	0	0	0	0	8	0	0	0
Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Arthrobotrys	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	112	1	0	0	0	0	0	0	0	0	1	0	0	64	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Gamsylella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Orbiliomycetes;unidentified;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	10	0	0	0	0	0	0	7	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi;Ascomycota;Pezizomycetes;?;?;?	74	0	0	0	14360	1707	259	415	4	9	0	0	218	0	0	0	800	823	10	5	2175	20	81	0	33	0	0	111	276	53	905	33	28	0	4	1	182	7	1	0	29	733	5	314	142	0	102	0	82	15	0	26	11	0	47	614	1	0	7	3	239	0	0	0	121	151	37	285	13	26	38	64	326	0	0	0	208	75	30	4	56	17	1	0	341	1	0	0	12437	1434	2	22	13	711	0	12	0	222	0	262	0
Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;unidentified	23	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	0
Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;?	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	26	85	0	0	0	1	1	0	0	0	11	198	0	0	0	2	0	0	0	0	0	1	283	0	0	0	0	0	0	0	4	0	0	0	0	30	0	0	0	0	0	0	4	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	61	0	0	0	0	0	0	2	0	3	0	0	0
Fungi;Ascomycota;Pezizomycetes;Pezizales;Sarcosomataceae;Sarcosoma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
